S	Y	X
s1	1	-0.843982756299432	-0.250188551899656
s2	2	-0.259685126990049	0.651370351347415
s3	3	0.199050071713344	2.3667616188252
s4	4	-1.96898648297319	-1.92527611139621
s5	5	0.283879332306889	0.497776850085443
s6	6	-1.07685445336499	0.0838165317374231
s7	7	-0.455875465170757	0.129747393829215
s8	8	-1.36650800732538	-2.08361780281568
s9	9	0.372905878065604	-1.21293702080097
s10	10	1.44840950909581	0.77288887730592
s11	11	0.474757759918604	-0.743862883194429
s12	12	0.444038279471037	1.04049513926551
s13	13	-0.584027751862325	1.37419309862144
s14	14	0.059603339856533	-0.199815262027378
s15	15	-0.315490945883903	0.175394299571012
s16	16	-0.385132654151371	-0.844551024125641
s17	17	0.472725793310983	0.398862986929448
s18	18	-0.4491536191712	0.784992646422878
s19	19	0.979396136356078	-0.0661738355722473
s20	20	0.637041557356026	0.977758500861804
s21	21	0.389764823813702	0.298295168129026
s22	22	1.05323128257687	-0.697274500492364
s23	23	0.0692271722906972	-0.712525319680161
s24	24	1.75843319510841	-1.02012772044713
s25	25	2.45805335637667	1.0628331345745
s26	26	0.840160852320729	-0.771851065866451
s27	27	0.551424546415524	-0.573559308149551
s28	28	0.479001380481481	-1.35880748755287
s29	29	-0.105190808287051	-0.32136179357875
s30	30	-0.796118074197224	-0.866202125122551
s31	31	-1.06291975537069	-0.982951723428111
s32	32	-0.73952356104114	0.492773941020298
s33	33	0.318618441898371	-0.511725980472186
s34	34	0.146799457964518	0.538875269724132
s35	35	0.684548022258596	0.523574453619783
s36	36	0.0453132952687423	-0.682512774632293
s37	37	0.088996189376829	-1.44228411806717
s38	38	-0.637375080905059	0.632636886076716
s39	39	-0.5977446527693	-0.57547127533306
s40	40	-1.592319065472	-0.629700283723128
s41	41	-0.87003710577928	1.90815836996756
s42	42	-0.788391065340226	1.23910633931046
s43	43	-0.451779850426881	-1.06286580665733
s44	44	-1.54717362003286	1.28703617511711
s45	45	-1.83614148350916	-1.16441259668904
s46	46	2.5097492575911	0.415993006658292
s47	47	-0.220548664131967	1.39463148794188
s48	48	1.80007708155279	1.03917920127218
s49	49	0.385754037709491	0.612904643509702
s50	50	-3	3
